"subject","calendar.week","start","stop","arrest","employed","fin","age","race","wexp","mar","paro","prio","educ"
57,38,37,38,0,1,0,33,1,1,1,1,1,4
57,39,38,39,0,1,0,33,1,1,1,1,1,4
57,40,39,40,0,0,0,33,1,1,1,1,1,4
57,41,40,41,0,0,0,33,1,1,1,1,1,4
57,42,41,42,0,0,0,33,1,1,1,1,1,4
57,43,42,43,0,0,0,33,1,1,1,1,1,4
57,44,43,44,0,0,0,33,1,1,1,1,1,4
57,45,44,45,0,0,0,33,1,1,1,1,1,4
57,46,45,46,0,0,0,33,1,1,1,1,1,4
57,47,46,47,0,0,0,33,1,1,1,1,1,4
57,48,47,48,0,0,0,33,1,1,1,1,1,4
57,49,48,49,0,0,0,33,1,1,1,1,1,4
57,50,49,50,0,0,0,33,1,1,1,1,1,4
57,51,50,51,0,0,0,33,1,1,1,1,1,4
57,52,51,52,0,0,0,33,1,1,1,1,1,4
58,1,0,1,0,0,0,26,1,0,0,1,1,2
58,2,1,2,0,0,0,26,1,0,0,1,1,2
58,3,2,3,0,0,0,26,1,0,0,1,1,2
58,4,3,4,0,0,0,26,1,0,0,1,1,2
58,5,4,5,0,1,0,26,1,0,0,1,1,2
58,6,5,6,0,0,0,26,1,0,0,1,1,2
58,7,6,7,0,0,0,26,1,0,0,1,1,2
58,8,7,8,0,0,0,26,1,0,0,1,1,2
58,9,8,9,0,0,0,26,1,0,0,1,1,2
58,10,9,10,0,0,0,26,1,0,0,1,1,2
58,11,10,11,0,0,0,26,1,0,0,1,1,2
58,12,11,12,0,0,0,26,1,0,0,1,1,2
58,13,12,13,0,0,0,26,1,0,0,1,1,2
58,14,13,14,0,0,0,26,1,0,0,1,1,2
58,15,14,15,0,0,0,26,1,0,0,1,1,2
58,16,15,16,0,0,0,26,1,0,0,1,1,2
58,17,16,17,0,0,0,26,1,0,0,1,1,2
58,18,17,18,0,0,0,26,1,0,0,1,1,2
58,19,18,19,0,0,0,26,1,0,0,1,1,2
58,20,19,20,0,0,0,26,1,0,0,1,1,2
58,21,20,21,0,0,0,26,1,0,0,1,1,2
58,22,21,22,0,0,0,26,1,0,0,1,1,2
58,23,22,23,0,0,0,26,1,0,0,1,1,2
58,24,23,24,0,0,0,26,1,0,0,1,1,2
58,25,24,25,0,0,0,26,1,0,0,1,1,2
58,26,25,26,0,0,0,26,1,0,0,1,1,2
58,27,26,27,0,0,0,26,1,0,0,1,1,2
58,28,27,28,0,0,0,26,1,0,0,1,1,2
58,29,28,29,0,0,0,26,1,0,0,1,1,2
58,30,29,30,0,1,0,26,1,0,0,1,1,2
58,31,30,31,0,1,0,26,1,0,0,1,1,2
58,32,31,32,0,1,0,26,1,0,0,1,1,2
58,33,32,33,0,1,0,26,1,0,0,1,1,2
58,34,33,34,0,1,0,26,1,0,0,1,1,2
58,35,34,35,0,1,0,26,1,0,0,1,1,2
58,36,35,36,0,1,0,26,1,0,0,1,1,2
58,37,36,37,0,1,0,26,1,0,0,1,1,2
58,38,37,38,0,1,0,26,1,0,0,1,1,2
58,39,38,39,0,1,0,26,1,0,0,1,1,2
58,40,39,40,0,1,0,26,1,0,0,1,1,2
58,41,40,41,0,1,0,26,1,0,0,1,1,2
58,42,41,42,0,1,0,26,1,0,0,1,1,2
58,43,42,43,0,1,0,26,1,0,0,1,1,2
58,44,43,44,0,1,0,26,1,0,0,1,1,2
58,45,44,45,0,1,0,26,1,0,0,1,1,2
58,46,45,46,0,1,0,26,1,0,0,1,1,2
58,47,46,47,0,1,0,26,1,0,0,1,1,2
58,48,47,48,0,1,0,26,1,0,0,1,1,2
58,49,48,49,0,1,0,26,1,0,0,1,1,2
58,50,49,50,0,1,0,26,1,0,0,1,1,2
58,51,50,51,0,1,0,26,1,0,0,1,1,2
58,52,51,52,0,1,0,26,1,0,0,1,1,2
59,1,0,1,0,0,1,20,1,1,0,1,0,3
59,2,1,2,0,0,1,20,1,1,0,1,0,3
59,3,2,3,0,0,1,20,1,1,0,1,0,3
59,4,3,4,0,0,1,20,1,1,0,1,0,3
59,5,4,5,0,0,1,20,1,1,0,1,0,3
59,6,5,6,0,0,1,20,1,1,0,1,0,3
59,7,6,7,0,0,1,20,1,1,0,1,0,3
59,8,7,8,0,1,1,20,1,1,0,1,0,3
59,9,8,9,0,0,1,20,1,1,0,1,0,3
59,10,9,10,0,1,1,20,1,1,0,1,0,3
59,11,10,11,0,1,1,20,1,1,0,1,0,3
59,12,11,12,0,0,1,20,1,1,0,1,0,3
59,13,12,13,0,0,1,20,1,1,0,1,0,3
59,14,13,14,0,0,1,20,1,1,0,1,0,3
59,15,14,15,0,0,1,20,1,1,0,1,0,3
59,16,15,16,0,0,1,20,1,1,0,1,0,3
59,17,16,17,0,0,1,20,1,1,0,1,0,3
59,18,17,18,0,0,1,20,1,1,0,1,0,3
59,19,18,19,0,0,1,20,1,1,0,1,0,3
59,20,19,20,0,0,1,20,1,1,0,1,0,3
59,21,20,21,0,0,1,20,1,1,0,1,0,3
59,22,21,22,0,0,1,20,1,1,0,1,0,3
59,23,22,23,0,1,1,20,1,1,0,1,0,3
59,24,23,24,0,1,1,20,1,1,0,1,0,3
59,25,24,25,0,1,1,20,1,1,0,1,0,3
59,26,25,26,0,1,1,20,1,1,0,1,0,3
59,27,26,27,0,1,1,20,1,1,0,1,0,3
59,28,27,28,0,1,1,20,1,1,0,1,0,3
59,29,28,29,0,1,1,20,1,1,0,1,0,3
59,30,29,30,0,1,1,20,1,1,0,1,0,3
59,31,30,31,0,1,1,20,1,1,0,1,0,3
59,32,31,32,0,1,1,20,1,1,0,1,0,3
59,33,32,33,0,1,1,20,1,1,0,1,0,3
59,34,33,34,0,1,1,20,1,1,0,1,0,3
59,35,34,35,0,1,1,20,1,1,0,1,0,3
59,36,35,36,0,1,1,20,1,1,0,1,0,3
59,37,36,37,0,1,1,20,1,1,0,1,0,3
59,38,37,38,0,1,1,20,1,1,0,1,0,3
59,39,38,39,0,1,1,20,1,1,0,1,0,3
59,40,39,40,0,1,1,20,1,1,0,1,0,3
59,41,40,41,0,1,1,20,1,1,0,1,0,3
59,42,41,42,0,1,1,20,1,1,0,1,0,3
59,43,42,43,0,1,1,20,1,1,0,1,0,3
59,44,43,44,0,1,1,20,1,1,0,1,0,3
59,45,44,45,0,1,1,20,1,1,0,1,0,3
59,46,45,46,0,1,1,20,1,1,0,1,0,3
59,47,46,47,0,1,1,20,1,1,0,1,0,3
59,48,47,48,0,1,1,20,1,1,0,1,0,3
59,49,48,49,0,1,1,20,1,1,0,1,0,3
59,50,49,50,0,1,1,20,1,1,0,1,0,3
59,51,50,51,0,1,1,20,1,1,0,1,0,3
59,52,51,52,0,1,1,20,1,1,0,1,0,3
60,1,0,1,0,0,1,42,1,1,0,0,9,4
60,2,1,2,0,0,1,42,1,1,0,0,9,4
60,3,2,3,0,0,1,42,1,1,0,0,9,4
60,4,3,4,0,0,1,42,1,1,0,0,9,4
60,5,4,5,0,0,1,42,1,1,0,0,9,4
60,6,5,6,0,0,1,42,1,1,0,0,9,4
60,7,6,7,0,0,1,42,1,1,0,0,9,4
60,8,7,8,0,0,1,42,1,1,0,0,9,4
60,9,8,9,0,0,1,42,1,1,0,0,9,4
60,10,9,10,0,0,1,42,1,1,0,0,9,4
60,11,10,11,0,0,1,42,1,1,0,0,9,4
60,12,11,12,0,0,1,42,1,1,0,0,9,4
60,13,12,13,0,0,1,42,1,1,0,0,9,4
60,14,13,14,0,0,1,42,1,1,0,0,9,4
60,15,14,15,0,0,1,42,1,1,0,0,9,4
60,16,15,16,0,0,1,42,1,1,0,0,9,4
60,17,16,17,0,0,1,42,1,1,0,0,9,4
60,18,17,18,0,0,1,42,1,1,0,0,9,4
60,19,18,19,0,0,1,42,1,1,0,0,9,4
60,20,19,20,0,0,1,42,1,1,0,0,9,4
60,21,20,21,0,1,1,42,1,1,0,0,9,4
60,22,21,22,0,1,1,42,1,1,0,0,9,4
60,23,22,23,0,1,1,42,1,1,0,0,9,4
60,24,23,24,0,1,1,42,1,1,0,0,9,4
60,25,24,25,0,1,1,42,1,1,0,0,9,4
60,26,25,26,0,1,1,42,1,1,0,0,9,4
60,27,26,27,0,1,1,42,1,1,0,0,9,4
60,28,27,28,0,1,1,42,1,1,0,0,9,4
60,29,28,29,0,1,1,42,1,1,0,0,9,4
60,30,29,30,0,1,1,42,1,1,0,0,9,4
60,31,30,31,0,1,1,42,1,1,0,0,9,4
60,32,31,32,0,1,1,42,1,1,0,0,9,4
60,33,32,33,0,1,1,42,1,1,0,0,9,4
60,34,33,34,0,1,1,42,1,1,0,0,9,4
60,35,34,35,0,1,1,42,1,1,0,0,9,4
60,36,35,36,0,1,1,42,1,1,0,0,9,4
60,37,36,37,0,1,1,42,1,1,0,0,9,4
60,38,37,38,0,1,1,42,1,1,0,0,9,4
60,39,38,39,0,1,1,42,1,1,0,0,9,4
60,40,39,40,0,1,1,42,1,1,0,0,9,4
60,41,40,41,0,1,1,42,1,1,0,0,9,4
60,42,41,42,0,1,1,42,1,1,0,0,9,4
60,43,42,43,0,1,1,42,1,1,0,0,9,4
60,44,43,44,0,1,1,42,1,1,0,0,9,4
60,45,44,45,0,1,1,42,1,1,0,0,9,4
60,46,45,46,0,1,1,42,1,1,0,0,9,4
60,47,46,47,0,1,1,42,1,1,0,0,9,4
60,48,47,48,0,1,1,42,1,1,0,0,9,4
60,49,48,49,0,1,1,42,1,1,0,0,9,4
60,50,49,50,0,1,1,42,1,1,0,0,9,4
60,51,50,51,0,1,1,42,1,1,0,0,9,4
60,52,51,52,0,1,1,42,1,1,0,0,9,4
61,1,0,1,0,0,0,19,1,0,0,0,6,3
61,2,1,2,0,0,0,19,1,0,0,0,6,3
61,3,2,3,0,0,0,19,1,0,0,0,6,3
61,4,3,4,0,0,0,19,1,0,0,0,6,3
61,5,4,5,0,0,0,19,1,0,0,0,6,3
61,6,5,6,1,0,0,19,1,0,0,0,6,3
62,1,0,1,0,0,0,22,1,1,0,0,2,4
62,2,1,2,0,0,0,22,1,1,0,0,2,4
62,3,2,3,0,0,0,22,1,1,0,0,2,4
62,4,3,4,0,0,0,22,1,1,0,0,2,4
62,5,4,5,0,0,0,22,1,1,0,0,2,4
62,6,5,6,0,0,0,22,1,1,0,0,2,4
62,7,6,7,0,1,0,22,1,1,0,0,2,4
62,8,7,8,0,1,0,22,1,1,0,0,2,4
62,9,8,9,0,1,0,22,1,1,0,0,2,4
62,10,9,10,0,0,0,22,1,1,0,0,2,4
62,11,10,11,0,0,0,22,1,1,0,0,2,4
62,12,11,12,0,0,0,22,1,1,0,0,2,4
62,13,12,13,0,0,0,22,1,1,0,0,2,4
62,14,13,14,0,0,0,22,1,1,0,0,2,4
62,15,14,15,0,0,0,22,1,1,0,0,2,4
62,16,15,16,0,0,0,22,1,1,0,0,2,4
62,17,16,17,0,0,0,22,1,1,0,0,2,4
62,18,17,18,0,0,0,22,1,1,0,0,2,4
62,19,18,19,0,0,0,22,1,1,0,0,2,4
62,20,19,20,0,0,0,22,1,1,0,0,2,4
62,21,20,21,0,1,0,22,1,1,0,0,2,4
62,22,21,22,0,1,0,22,1,1,0,0,2,4
62,23,22,23,0,1,0,22,1,1,0,0,2,4
62,24,23,24,0,1,0,22,1,1,0,0,2,4
62,25,24,25,0,1,0,22,1,1,0,0,2,4
62,26,25,26,0,1,0,22,1,1,0,0,2,4
62,27,26,27,0,1,0,22,1,1,0,0,2,4
62,28,27,28,0,1,0,22,1,1,0,0,2,4
62,29,28,29,0,1,0,22,1,1,0,0,2,4
62,30,29,30,0,1,0,22,1,1,0,0,2,4
62,31,30,31,0,1,0,22,1,1,0,0,2,4
62,32,31,32,0,1,0,22,1,1,0,0,2,4
62,33,32,33,0,1,0,22,1,1,0,0,2,4
62,34,33,34,0,0,0,22,1,1,0,0,2,4
62,35,34,35,0,0,0,22,1,1,0,0,2,4
62,36,35,36,0,0,0,22,1,1,0,0,2,4
62,37,36,37,0,0,0,22,1,1,0,0,2,4
62,38,37,38,0,0,0,22,1,1,0,0,2,4
62,39,38,39,0,0,0,22,1,1,0,0,2,4
62,40,39,40,0,0,0,22,1,1,0,0,2,4
62,41,40,41,0,0,0,22,1,1,0,0,2,4
62,42,41,42,0,0,0,22,1,1,0,0,2,4
62,43,42,43,0,0,0,22,1,1,0,0,2,4
62,44,43,44,0,0,0,22,1,1,0,0,2,4
62,45,44,45,0,0,0,22,1,1,0,0,2,4
62,46,45,46,0,0,0,22,1,1,0,0,2,4
62,47,46,47,0,0,0,22,1,1,0,0,2,4
62,48,47,48,0,0,0,22,1,1,0,0,2,4
62,49,48,49,0,0,0,22,1,1,0,0,2,4
62,50,49,50,0,0,0,22,1,1,0,0,2,4
62,51,50,51,0,0,0,22,1,1,0,0,2,4
62,52,51,52,0,0,0,22,1,1,0,0,2,4
63,1,0,1,0,0,0,22,1,0,0,1,5,4
63,2,1,2,0,0,0,22,1,0,0,1,5,4
63,3,2,3,0,0,0,22,1,0,0,1,5,4
63,4,3,4,0,0,0,22,1,0,0,1,5,4
63,5,4,5,0,0,0,22,1,0,0,1,5,4
63,6,5,6,0,0,0,22,1,0,0,1,5,4
63,7,6,7,0,0,0,22,1,0,0,1,5,4
63,8,7,8,0,0,0,22,1,0,0,1,5,4
63,9,8,9,0,0,0,22,1,0,0,1,5,4
63,10,9,10,0,0,0,22,1,0,0,1,5,4
63,11,10,11,0,0,0,22,1,0,0,1,5,4
63,12,11,12,0,0,0,22,1,0,0,1,5,4
63,13,12,13,0,1,0,22,1,0,0,1,5,4
63,14,13,14,0,1,0,22,1,0,0,1,5,4
63,15,14,15,0,1,0,22,1,0,0,1,5,4
63,16,15,16,0,1,0,22,1,0,0,1,5,4
63,17,16,17,0,0,0,22,1,0,0,1,5,4
63,18,17,18,0,0,0,22,1,0,0,1,5,4
63,19,18,19,0,0,0,22,1,0,0,1,5,4
63,20,19,20,0,0,0,22,1,0,0,1,5,4
63,21,20,21,0,0,0,22,1,0,0,1,5,4
63,22,21,22,0,0,0,22,1,0,0,1,5,4
63,23,22,23,0,0,0,22,1,0,0,1,5,4
63,24,23,24,0,0,0,22,1,0,0,1,5,4
63,25,24,25,0,0,0,22,1,0,0,1,5,4
63,26,25,26,0,0,0,22,1,0,0,1,5,4
63,27,26,27,0,0,0,22,1,0,0,1,5,4
63,28,27,28,0,0,0,22,1,0,0,1,5,4
63,29,28,29,0,1,0,22,1,0,0,1,5,4
63,30,29,30,0,1,0,22,1,0,0,1,5,4
63,31,30,31,0,0,0,22,1,0,0,1,5,4
63,32,31,32,0,0,0,22,1,0,0,1,5,4
63,33,32,33,0,0,0,22,1,0,0,1,5,4
63,34,33,34,0,0,0,22,1,0,0,1,5,4
63,35,34,35,0,0,0,22,1,0,0,1,5,4
63,36,35,36,0,0,0,22,1,0,0,1,5,4
63,37,36,37,0,0,0,22,1,0,0,1,5,4
63,38,37,38,0,0,0,22,1,0,0,1,5,4
63,39,38,39,0,0,0,22,1,0,0,1,5,4
63,40,39,40,0,0,0,22,1,0,0,1,5,4
63,41,40,41,0,0,0,22,1,0,0,1,5,4
63,42,41,42,0,0,0,22,1,0,0,1,5,4
63,43,42,43,0,0,0,22,1,0,0,1,5,4
63,44,43,44,0,0,0,22,1,0,0,1,5,4
63,45,44,45,0,0,0,22,1,0,0,1,5,4
63,46,45,46,0,0,0,22,1,0,0,1,5,4
63,47,46,47,0,0,0,22,1,0,0,1,5,4
63,48,47,48,0,0,0,22,1,0,0,1,5,4
63,49,48,49,0,0,0,22,1,0,0,1,5,4
63,50,49,50,0,0,0,22,1,0,0,1,5,4
63,51,50,51,0,0,0,22,1,0,0,1,5,4
63,52,51,52,0,0,0,22,1,0,0,1,5,4
64,1,0,1,0,0,0,36,1,0,0,0,11,3
64,2,1,2,0,0,0,36,1,0,0,0,11,3
64,3,2,3,0,0,0,36,1,0,0,0,11,3
64,4,3,4,0,0,0,36,1,0,0,0,11,3
64,5,4,5,0,0,0,36,1,0,0,0,11,3
64,6,5,6,0,0,0,36,1,0,0,0,11,3
64,7,6,7,0,0,0,36,1,0,0,0,11,3
64,8,7,8,0,0,0,36,1,0,0,0,11,3
64,9,8,9,0,0,0,36,1,0,0,0,11,3
64,10,9,10,0,0,0,36,1,0,0,0,11,3
64,11,10,11,0,0,0,36,1,0,0,0,11,3
64,12,11,12,0,0,0,36,1,0,0,0,11,3
64,13,12,13,0,0,0,36,1,0,0,0,11,3
64,14,13,14,0,0,0,36,1,0,0,0,11,3
64,15,14,15,0,0,0,36,1,0,0,0,11,3
64,16,15,16,0,0,0,36,1,0,0,0,11,3
64,17,16,17,0,0,0,36,1,0,0,0,11,3
64,18,17,18,0,0,0,36,1,0,0,0,11,3
64,19,18,19,0,0,0,36,1,0,0,0,11,3
64,20,19,20,0,0,0,36,1,0,0,0,11,3
64,21,20,21,0,0,0,36,1,0,0,0,11,3
64,22,21,22,0,0,0,36,1,0,0,0,11,3
64,23,22,23,0,0,0,36,1,0,0,0,11,3
64,24,23,24,0,0,0,36,1,0,0,0,11,3
64,25,24,25,0,0,0,36,1,0,0,0,11,3
64,26,25,26,0,0,0,36,1,0,0,0,11,3
64,27,26,27,0,0,0,36,1,0,0,0,11,3
64,28,27,28,0,0,0,36,1,0,0,0,11,3
64,29,28,29,0,0,0,36,1,0,0,0,11,3
64,30,29,30,0,0,0,36,1,0,0,0,11,3
64,31,30,31,0,0,0,36,1,0,0,0,11,3
64,32,31,32,0,0,0,36,1,0,0,0,11,3
64,33,32,33,0,0,0,36,1,0,0,0,11,3
64,34,33,34,0,0,0,36,1,0,0,0,11,3
64,35,34,35,0,0,0,36,1,0,0,0,11,3
64,36,35,36,0,0,0,36,1,0,0,0,11,3
64,37,36,37,0,0,0,36,1,0,0,0,11,3
64,38,37,38,0,1,0,36,1,0,0,0,11,3
64,39,38,39,0,1,0,36,1,0,0,0,11,3
64,40,39,40,0,1,0,36,1,0,0,0,11,3
64,41,40,41,0,1,0,36,1,0,0,0,11,3
64,42,41,42,0,0,0,36,1,0,0,0,11,3
64,43,42,43,0,0,0,36,1,0,0,0,11,3
64,44,43,44,0,0,0,36,1,0,0,0,11,3
64,45,44,45,0,0,0,36,1,0,0,0,11,3
64,46,45,46,0,0,0,36,1,0,0,0,11,3
64,47,46,47,0,0,0,36,1,0,0,0,11,3
64,48,47,48,0,0,0,36,1,0,0,0,11,3
64,49,48,49,0,0,0,36,1,0,0,0,11,3
64,50,49,50,0,0,0,36,1,0,0,0,11,3
64,51,50,51,0,0,0,36,1,0,0,0,11,3
64,52,51,52,0,0,0,36,1,0,0,0,11,3
65,1,0,1,0,0,0,23,1,1,0,0,2,4
65,2,1,2,0,0,0,23,1,1,0,0,2,4
65,3,2,3,0,0,0,23,1,1,0,0,2,4
65,4,3,4,0,0,0,23,1,1,0,0,2,4
65,5,4,5,0,0,0,23,1,1,0,0,2,4
65,6,5,6,0,1,0,23,1,1,0,0,2,4
65,7,6,7,0,0,0,23,1,1,0,0,2,4
65,8,7,8,0,0,0,23,1,1,0,0,2,4
65,9,8,9,0,0,0,23,1,1,0,0,2,4
65,10,9,10,0,0,0,23,1,1,0,0,2,4
65,11,10,11,0,0,0,23,1,1,0,0,2,4
65,12,11,12,0,0,0,23,1,1,0,0,2,4
65,13,12,13,0,0,0,23,1,1,0,0,2,4
65,14,13,14,0,0,0,23,1,1,0,0,2,4
65,15,14,15,0,0,0,23,1,1,0,0,2,4
65,16,15,16,0,0,0,23,1,1,0,0,2,4
65,17,16,17,0,0,0,23,1,1,0,0,2,4
65,18,17,18,0,0,0,23,1,1,0,0,2,4
65,19,18,19,0,0,0,23,1,1,0,0,2,4
65,20,19,20,0,0,0,23,1,1,0,0,2,4
65,21,20,21,0,0,0,23,1,1,0,0,2,4
65,22,21,22,0,0,0,23,1,1,0,0,2,4
65,23,22,23,0,0,0,23,1,1,0,0,2,4
65,24,23,24,0,0,0,23,1,1,0,0,2,4
65,25,24,25,0,0,0,23,1,1,0,0,2,4
65,26,25,26,0,0,0,23,1,1,0,0,2,4
65,27,26,27,0,0,0,23,1,1,0,0,2,4
65,28,27,28,0,0,0,23,1,1,0,0,2,4
65,29,28,29,0,0,0,23,1,1,0,0,2,4
65,30,29,30,0,0,0,23,1,1,0,0,2,4
65,31,30,31,0,0,0,23,1,1,0,0,2,4
65,32,31,32,0,0,0,23,1,1,0,0,2,4
65,33,32,33,0,0,0,23,1,1,0,0,2,4
65,34,33,34,0,0,0,23,1,1,0,0,2,4
65,35,34,35,0,0,0,23,1,1,0,0,2,4
65,36,35,36,0,0,0,23,1,1,0,0,2,4
65,37,36,37,0,0,0,23,1,1,0,0,2,4
65,38,37,38,0,0,0,23,1,1,0,0,2,4
65,39,38,39,0,0,0,23,1,1,0,0,2,4
65,40,39,40,0,1,0,23,1,1,0,0,2,4
65,41,40,41,0,1,0,23,1,1,0,0,2,4
65,42,41,42,0,0,0,23,1,1,0,0,2,4
65,43,42,43,0,0,0,23,1,1,0,0,2,4
65,44,43,44,0,0,0,23,1,1,0,0,2,4
65,45,44,45,0,0,0,23,1,1,0,0,2,4
65,46,45,46,0,0,0,23,1,1,0,0,2,4
65,47,46,47,0,0,0,23,1,1,0,0,2,4
65,48,47,48,0,0,0,23,1,1,0,0,2,4
65,49,48,49,0,0,0,23,1,1,0,0,2,4
65,50,49,50,0,0,0,23,1,1,0,0,2,4
65,51,50,51,0,0,0,23,1,1,0,0,2,4
65,52,51,52,1,0,0,23,1,1,0,0,2,4
66,1,0,1,0,0,1,27,1,1,0,1,3,3
66,2,1,2,0,0,1,27,1,1,0,1,3,3
66,3,2,3,0,1,1,27,1,1,0,1,3,3
66,4,3,4,0,1,1,27,1,1,0,1,3,3
66,5,4,5,0,1,1,27,1,1,0,1,3,3
66,6,5,6,0,1,1,27,1,1,0,1,3,3
66,7,6,7,0,1,1,27,1,1,0,1,3,3
66,8,7,8,0,1,1,27,1,1,0,1,3,3
66,9,8,9,0,1,1,27,1,1,0,1,3,3
66,10,9,10,0,1,1,27,1,1,0,1,3,3
66,11,10,11,0,1,1,27,1,1,0,1,3,3
66,12,11,12,0,1,1,27,1,1,0,1,3,3
66,13,12,13,0,1,1,27,1,1,0,1,3,3
66,14,13,14,0,1,1,27,1,1,0,1,3,3
66,15,14,15,0,1,1,27,1,1,0,1,3,3
66,16,15,16,0,1,1,27,1,1,0,1,3,3
66,17,16,17,0,1,1,27,1,1,0,1,3,3
66,18,17,18,0,1,1,27,1,1,0,1,3,3
66,19,18,19,0,1,1,27,1,1,0,1,3,3
66,20,19,20,0,1,1,27,1,1,0,1,3,3
66,21,20,21,0,0,1,27,1,1,0,1,3,3
66,22,21,22,0,0,1,27,1,1,0,1,3,3
66,23,22,23,0,0,1,27,1,1,0,1,3,3
66,24,23,24,0,0,1,27,1,1,0,1,3,3
66,25,24,25,0,0,1,27,1,1,0,1,3,3
66,26,25,26,0,0,1,27,1,1,0,1,3,3
66,27,26,27,0,0,1,27,1,1,0,1,3,3
66,28,27,28,0,0,1,27,1,1,0,1,3,3
66,29,28,29,0,0,1,27,1,1,0,1,3,3
66,30,29,30,0,0,1,27,1,1,0,1,3,3
66,31,30,31,0,0,1,27,1,1,0,1,3,3
66,32,31,32,0,0,1,27,1,1,0,1,3,3
66,33,32,33,0,0,1,27,1,1,0,1,3,3
66,34,33,34,0,0,1,27,1,1,0,1,3,3
66,35,34,35,0,0,1,27,1,1,0,1,3,3
66,36,35,36,0,0,1,27,1,1,0,1,3,3
66,37,36,37,0,0,1,27,1,1,0,1,3,3
66,38,37,38,0,0,1,27,1,1,0,1,3,3
66,39,38,39,0,0,1,27,1,1,0,1,3,3
66,40,39,40,0,0,1,27,1,1,0,1,3,3
66,41,40,41,0,0,1,27,1,1,0,1,3,3
66,42,41,42,0,0,1,27,1,1,0,1,3,3
66,43,42,43,0,0,1,27,1,1,0,1,3,3
66,44,43,44,0,0,1,27,1,1,0,1,3,3
66,45,44,45,0,0,1,27,1,1,0,1,3,3
66,46,45,46,0,0,1,27,1,1,0,1,3,3
66,47,46,47,0,1,1,27,1,1,0,1,3,3
66,48,47,48,0,1,1,27,1,1,0,1,3,3
66,49,48,49,0,1,1,27,1,1,0,1,3,3
66,50,49,50,0,1,1,27,1,1,0,1,3,3
66,51,50,51,0,1,1,27,1,1,0,1,3,3
66,52,51,52,0,1,1,27,1,1,0,1,3,3
67,1,0,1,0,0,1,21,1,0,0,1,1,3
67,2,1,2,0,0,1,21,1,0,0,1,1,3
67,3,2,3,0,0,1,21,1,0,0,1,1,3
67,4,3,4,0,0,1,21,1,0,0,1,1,3
67,5,4,5,0,0,1,21,1,0,0,1,1,3
67,6,5,6,0,0,1,21,1,0,0,1,1,3
67,7,6,7,0,0,1,21,1,0,0,1,1,3
67,8,7,8,0,0,1,21,1,0,0,1,1,3
67,9,8,9,0,0,1,21,1,0,0,1,1,3
67,10,9,10,0,0,1,21,1,0,0,1,1,3
67,11,10,11,0,0,1,21,1,0,0,1,1,3
67,12,11,12,0,0,1,21,1,0,0,1,1,3
67,13,12,13,0,0,1,21,1,0,0,1,1,3
67,14,13,14,0,0,1,21,1,0,0,1,1,3
67,15,14,15,0,0,1,21,1,0,0,1,1,3
67,16,15,16,0,0,1,21,1,0,0,1,1,3
67,17,16,17,0,0,1,21,1,0,0,1,1,3
67,18,17,18,0,1,1,21,1,0,0,1,1,3
67,19,18,19,0,1,1,21,1,0,0,1,1,3
67,20,19,20,0,1,1,21,1,0,0,1,1,3
67,21,20,21,0,1,1,21,1,0,0,1,1,3
67,22,21,22,0,1,1,21,1,0,0,1,1,3
67,23,22,23,0,1,1,21,1,0,0,1,1,3
67,24,23,24,0,1,1,21,1,0,0,1,1,3
67,25,24,25,0,1,1,21,1,0,0,1,1,3
67,26,25,26,0,1,1,21,1,0,0,1,1,3
67,27,26,27,0,1,1,21,1,0,0,1,1,3
67,28,27,28,0,1,1,21,1,0,0,1,1,3
67,29,28,29,0,1,1,21,1,0,0,1,1,3
67,30,29,30,0,1,1,21,1,0,0,1,1,3
67,31,30,31,0,1,1,21,1,0,0,1,1,3
67,32,31,32,0,1,1,21,1,0,0,1,1,3
67,33,32,33,0,1,1,21,1,0,0,1,1,3
67,34,33,34,0,1,1,21,1,0,0,1,1,3
67,35,34,35,0,1,1,21,1,0,0,1,1,3
67,36,35,36,0,1,1,21,1,0,0,1,1,3
67,37,36,37,0,1,1,21,1,0,0,1,1,3
67,38,37,38,0,1,1,21,1,0,0,1,1,3
67,39,38,39,0,1,1,21,1,0,0,1,1,3
67,40,39,40,0,1,1,21,1,0,0,1,1,3
67,41,40,41,0,1,1,21,1,0,0,1,1,3
67,42,41,42,0,1,1,21,1,0,0,1,1,3
67,43,42,43,0,1,1,21,1,0,0,1,1,3
67,44,43,44,0,1,1,21,1,0,0,1,1,3
67,45,44,45,0,1,1,21,1,0,0,1,1,3
67,46,45,46,0,1,1,21,1,0,0,1,1,3
67,47,46,47,0,1,1,21,1,0,0,1,1,3
67,48,47,48,0,1,1,21,1,0,0,1,1,3
67,49,48,49,0,1,1,21,1,0,0,1,1,3
67,50,49,50,0,1,1,21,1,0,0,1,1,3
67,51,50,51,0,1,1,21,1,0,0,1,1,3
67,52,51,52,0,1,1,21,1,0,0,1,1,3
68,1,0,1,0,0,1,22,1,1,0,1,2,3
68,2,1,2,0,0,1,22,1,1,0,1,2,3
68,3,2,3,0,0,1,22,1,1,0,1,2,3
68,4,3,4,0,1,1,22,1,1,0,1,2,3
68,5,4,5,0,0,1,22,1,1,0,1,2,3
68,6,5,6,0,0,1,22,1,1,0,1,2,3
68,7,6,7,0,0,1,22,1,1,0,1,2,3
68,8,7,8,0,0,1,22,1,1,0,1,2,3
68,9,8,9,0,0,1,22,1,1,0,1,2,3
